date,assets,assets_avg,assets_ie,assets_ie_avg,assets_tr,equity,tier1,tier1_avg,tier1c,rwa,netintinc,nonintinc,nonintexp,nonintinc_tr,alll_lvl,lllp_lvl,tstock_prchs,dividends,impair_gw,impair_oint,inc_extra,nonintexp_comp,nonintexp_prop,dep_dom,dep_fgn,loans,loans_avg,loans_ci,loans_cld,loans_mfam,loans_nfnr,loans_heloc,loans_sfam,loans_sfam_l1,loans_sfam_l2,loans_cons,loans_cc,loans_consxcc,nchg,nchg_ci,nchg_cld,nchg_mfam,nchg_nfnr,nchg_heloc,nchg_sfam,nchg_sfam_l1,nchg_sfam_l2,nchg_cons,nchg_cc,nchg_consxcc,inc_tr_assets,nim_with_tr_assets_y9,nim_ta
09Q3,13342808674,13405945152,9724974722,9756310946.5,1986409534.5,1151314516,916941726,907730786.5,611197415,8169644189,75732099,96208431,109749279,19903271,182903458.5,49597495,88292,5304075,-554704,2584306,-1098398,51901539,10342341,3082609627,1087445987.5,4846341478,4920156582,700172468.5,176748994,91219242.5,381210441,494419532,1293289680.5,1151529403.5,141760277,933634997,360518828.5,573116168.5,42296370,5809411,3179770,315770,1049912,4553785,8567183,5618949,2948234,16665515,10044026,6621489,14065096,0.6449280567,0.5649142835
09Q4,13459570505,13400062119,9822817608,9774190661,1994952024.5,1136880564,890553807,906181148.5,644079242,8189533581,73939201,78118928,106324614,5832936,186237577.5,47676910,226061,7133139,,2385857,-1650984,42093962,10947441,3120147667,1140373914.5,4755443253,4822654636,664829741,168063290.5,92228582,378690211,490434243.5,1261168141.5,1127072905,134095236.5,914636636,355082738.5,559553897.5,47966353,5781838,3080500,403746,1334477,4866300,13000325,9297352,3702973,17190622,9765800,7424822,13557112,0.6282462791,0.5517825242
10Q1,13722148178,13590859342,10149108088,9985962848,1974722097.5,1142216022,885041455,887797631,662535137,8020953852,83048164,105822772,114898341,27512570,202834651.5,41509289,2690740,3402767,,2317667,78597,53640929,9894579,3145358286,1127111642,5039928369,5130860747,639981755,158213220,92358854,384254833.5,489757915.5,1244093663.5,1116990747,127102916.5,1062779244,504744741.5,558034502.5,46646364,4219350,2231156,295201,1059461,4796236,8945741,6378107,2567634,23495419,18179556,5315863,13088303,0.6943428773,0.6110589619
10Q2,13820186050,13771167114,10215671976,10182390032,1963349064.5,1177533525,911462031,898251743,689683005,7896327777,79882172,92690566,113159609,13741802,214568809,31179845,270112,2847824,,2374183,442735,50904205,9829931,3132925207.5,1066601632,4976371290,5004902241,626937069.5,147695538.5,92276458,386674033.5,487064583.5,1221795734,1101967921.5,119827812.5,1203746983.5,645748945,557998038.5,40634871,3441908,1736288,290371,1640375,3922747,7842433,5904694,1937739,20925573,16554667,4370906,13299342,0.6576970851,0.5800682784
10Q3,13700067993,13760127022,10025857086,10120764531,2027544159.5,1215528727,937928262,924695146.5,720804094,7927274285,78512961,87581285,122156772,12393913,204329881,25821931,3065425,3153419,10401770,2275201,-233001,50337606,9812142,3122308089,1063405055,4942420096,4911332500,616424012.5,137333314.5,90594487,381810239,480261437.5,1210472230,1097212084.5,113260145.5,1174001219.5,629976138.5,544025081,36183752,3504149,2109378,248603,1602473,3623910,6718499,4896420,1822079,17517155,13776816,3740339,13217648,0.6462871746,0.5705831122
10Q4,13593829399,13415821858,9899572053,9786970281.5,2010863815.5,1223817283,950188794,942620888.5,740693091,7921215414,77546204,87665934,123765953,8837540,193798718.5,22058754,1857611,4603016,3926242,2595265,-133552,50993576,10795013,3160199893,1080703712,4987623066,4976059507,619177533.5,126766190.5,87531027,378919522,475370978.5,1218746776.5,1111300156,107446620.5,1139038498.5,619751311.5,519287187,33240749,2773592,1706784,441754,1588676,3214056,7199001,5487909,1711092,15635298,11954578,3680720,12140494,0.657291867,0.5780205255
11Q1,13572126016,13582834488,9917520764,9907959075,2003715015,1245408115,954036527,951586673.5,763843179,7937776141,75244893,99653129,121735677,22323452,180989432,14956804,2098407,6288183,,2100486,-49204,57115902,10119419,3175199772,1148336453.5,4917397686,4927459464,627969513.5,114211839.5,83024154,371763775,464617792,1194647461.5,1092455576.5,102191885,1104605907,603132916,501472991,28201525,2379600,1061971,213179,847563,3082781,6318167,4647061,1671106,13587520,10349181,3238339,11901778,0.6316903269,0.553970477
11Q2,13870788188,13721457102,10112648884,10015084824,1993339854.5,1262050023,960423678,957230102.5,781523150,7937300191,75216466,84582041,126303812,14542667,169550674.5,14422949,6629159,4323792,2870467,2091304,-323464,53675644,10018476,3183256549,1200180909.5,4946208163,4942901396,645710102.5,104831957,82675814,369982218,455424182.5,1162046685,1065661661.5,96385023.5,1081131957.5,580347706,500784251.5,24083211,1691695,862354,172381,824186,2948865,5729237,4321096,1408141,11261408,8834889,2426519,12330225,0.6263641403,0.548166754
11Q3,14000781525,13953454982,10251402599,10211112690,1935484182,1287674512,959567511,961303852,786438401,7954535759,72456232.722,89598887.611,113482893.61,8996585.2778,161684001.5,15634223.139,8233957.8333,4434307.7778,13000,1972173.1111,1055183,48204629.444,10053644.917,3226327506.5,1196128739.5,4969561663,4977664436.5,674564316.5,96559441,85296847.5,373822678,451646488,1171783701.5,1080241509.5,91542192,1081525203,576140968,505384235,23495608.083,1681842.6111,867755.63889,115366.27778,824629.11111,2713876.4167,5211221.5278,3973790.9167,1237430.6111,11935650.667,9600219.8056,2335430.8611,11954996.417,0.5965146739,0.5192709105
11Q4,13881105036,13937259109,10274361187,10261116995,1890063525.5,1293539422,972039649,965065098,807470325,7923610802,74897851,78112682,119579759,4952358,153467951,14196524,2883284,5226725,841803,2153765,186441,48461076,10209616,3266363007,1160598859,5076913676,5023960237,703002777.5,87890554.5,86440200,372731822,443934667.5,1205831994,1120096091,85735903,1074565296.5,579268982,495296314.5,19997759,1525218,587162,153495,767299,2381979,4971935,3658533,1313402,8935553,6498310,2437243,10651773,0.616383329,0.5373929724
12Q1,13656411312,13439027675,10082787962,9941597022,1808591549,1330370667,993920251,977391358,830393645,7755744678,73959426,93822128,126958765,17586167,146027307.5,11727013,2164473,5510381,,1892106,481601,57527417,9820951,3331057226.5,1108072269,5027975394,4984578937,711820661.5,82411163.5,82910733.5,369090476,436089584,1194953694,1113970380,80983314,1067703222.5,570581435,497121787.5,18222993,1188451,436238,84716,443521,2516990,5147768,3887236,1260532,7989940,6229970,1759970,9309183,0.6294318219,0.5503331624
12Q2,13767423663,13711917488,10213727877,10148257920,1804216826,1347976577,983674927,988797589,819946167,7764056510,72437752,91514705,119786662,8658523,139240037,11163665,6736557,5644525,,1966114,-156440,51087296,9780459,3428415722.5,1120767497.5,5045229464,5035179875,736123424.5,78772190.5,84799542,375581150,429872070,1202023937.5,1125559299,76464638.5,1053848644,553737835.5,500110808.5,18021582,1248880,420533,72657,528743,2204121,4677168,3645296,1031872,8446987,5962378,2484609,8815039,0.6060481494,0.5282831673
12Q3,14224678880,13938524784,10535024299,10325689513,1794428337.5,1448800700,987659620,981873447.5,832778896,7722102145,84940705,99725412,139629525,11806682,133071824,14167126,4036849,11246027,1875349,2316771,-885982,56439902,10959145,3393517875,1151858962.5,5310714830,5272212194,765589600.5,72893633,86032694.5,380688348,413258337,1189596011,1119406855,70189156,1083671422,577411691,506259731,21907405,1765975,255851,23628,772171,3671849,5379038,3603140,1775898,9163185,7217180,1946005,8216968,0.7008240848,0.6093952288
12Q4,14139996508,13765938851,10498121034,10279060927,1899390714,1510634696,950456394,948357263,823532929,7288783394,72890024,101161499,130806828,10614536,129919736.5,13122968,7488072,6823572,44840,2494214,-913530,52525932,10133097,3557100360,1161376356.5,5366261852,5290264736,801953590.5,69575411.5,85606534,359696412.5,408479215,1191352075,1123898866.5,67453208.5,1163129498.5,630159329.5,532970169,16315642,1127811,184016,37538,540731,2167485,3506845,2644931,861914,7926801,6237655,1689146,9500601,0.598516348,0.52949548
13Q1,14212443512,14176220010,10491987044,10495054039,1929191597,1534033968,974268145,962362269.5,837561731,7829838276,74799678,109045701,127685746,20209907,124756065.5,10202399,6797529,5939744,,1972085,776378,59059289,9963440,3690209748,1146405577,5319658157,5319465801,818820379.5,66847303.5,87792522,364631890,396964916.5,1188421119.5,1123962473.5,64458646,1158250113,626650945.5,531599167.5,15040234,1064437,206100,6361,329326,1727929,3227125,2414717,812408,8019973,6164193,1855780,8986141,0.6020460331,0.5276419098
